Source: https://www.open.nrw/dataset/jahresubersicht-der-dauerzahlstellen-radverkehr-seit-2012-d;;;;;
;;;;;
location;latitude;longitude;;;
28.07.2021;05:30:00;1;4;3;3
28.07.2021;05:45:00;3;3;8;0
28.07.2021;06:00:00;8;7;5;4
28.07.2021;06:15:00;9;8;15;6
28.07.2021;06:30:00;8;9;11;7
28.07.2021;06:45:00;15;8;10;10
28.07.2021;07:00:00;20;5;16;2
28.07.2021;07:15:00;18;9;18;18
28.07.2021;07:30:00;11;12;25;11
28.07.2021;07:45:00;15;13;31;16
28.07.2021;08:00:00;7;7;26;13
28.07.2021;08:15:00;11;5;38;14
28.07.2021;08:30:00;6;8;45;26
28.07.2021;08:45:00;5;2;23;18
28.07.2021;09:00:00;7;5;33;8
28.07.2021;09:15:00;2;3;16;7
28.07.2021;09:30:00;2;2;8;9
28.07.2021;09:45:00;1;1;9;10
28.07.2021;10:00:00;2;0;13;8
28.07.2021;10:15:00;0;1;6;2
28.07.2021;10:30:00;3;6;6;9
28.07.2021;10:45:00;4;5;14;12
28.07.2021;11:00:00;9;2;16;13
28.07.2021;11:15:00;6;3;11;17
28.07.2021;11:30:00;2;6;16;17
28.07.2021;11:45:00;2;1;22;13
28.07.2021;12:00:00;12;6;24;18
28.07.2021;12:15:00;5;11;15;19
28.07.2021;12:30:00;2;5;27;12
28.07.2021;12:45:00;3;7;23;13
28.07.2021;13:00:00;2;3;18;28
28.07.2021;13:15:00;4;13;31;15
28.07.2021;13:30:00;13;8;25;19
28.07.2021;13:45:00;4;6;27;11
28.07.2021;14:00:00;8;8;23;14
28.07.2021;14:15:00;6;9;31;17
28.07.2021;14:30:00;7;8;31;23
28.07.2021;14:45:00;10;10;44;19
28.07.2021;15:00:00;12;18;36;15
28.07.2021;15:15:00;6;25;7;20
28.07.2021;15:30:00;13;18;29;18
28.07.2021;15:45:00;9;20;33;19
28.07.2021;16:00:00;11;15;45;26
28.07.2021;16:15:00;14;11;33;18
28.07.2021;16:30:00;13;24;36;24
28.07.2021;16:45:00;8;7;37;21
28.07.2021;17:00:00;23;16;56;16
28.07.2021;17:15:00;12;18;42;28
28.07.2021;17:30:00;23;28;45;26
28.07.2021;17:45:00;13;26;47;32
28.07.2021;18:00:00;16;17;39;38
28.07.2021;18:15:00;13;18;51;32
28.07.2021;18:30:00;17;11;37;36
28.07.2021;18:45:00;20;45;51;26
28.07.2021;19:00:00;14;20;43;37
28.07.2021;19:15:00;14;23;25;15
28.07.2021;19:30:00;8;12;36;13
28.07.2021;19:45:00;2;16;39;24
28.07.2021;20:00:00;11;7;34;10
28.07.2021;20:15:00;8;3;31;26
28.07.2021;20:30:00;6;8;17;16
28.07.2021;20:45:00;5;2;16;18
28.07.2021;21:00:00;14;10;15;8
28.07.2021;21:15:00;2;7;19;11
28.07.2021;21:30:00;6;8;14;17
28.07.2021;21:45:00;1;1;12;16
28.07.2021;22:00:00;1;2;12;5
28.07.2021;22:15:00;1;3;14;14
28.07.2021;22:30:00;6;0;11;11
28.07.2021;22:45:00;0;6;12;7
28.07.2021;23:00:00;0;0;5;9
28.07.2021;23:15:00;0;1;6;4
28.07.2021;23:30:00;1;0;3;8
28.07.2021;23:45:00;0;3;7;7
29.07.2021;00:00:00;0;1;4;8
29.07.2021;00:15:00;0;1;8;3
29.07.2021;00:30:00;0;1;16;1
29.07.2021;00:45:00;0;0;2;0
29.07.2021;01:00:00;0;0;1;0
29.07.2021;01:15:00;0;0;2;1
29.07.2021;01:30:00;0;0;0;0
29.07.2021;01:45:00;0;0;0;0
29.07.2021;02:00:00;0;0;1;1
29.07.2021;02:15:00;0;0;0;4
29.07.2021;02:30:00;0;0;2;1
29.07.2021;02:45:00;0;0;0;0
29.07.2021;03:00:00;0;0;1;4
29.07.2021;03:15:00;0;0;0;1
29.07.2021;03:30:00;0;0;1;2
29.07.2021;03:45:00;0;0;0;0
29.07.2021;04:00:00;0;0;0;0
29.07.2021;04:15:00;0;0;0;0
29.07.2021;04:30:00;0;1;0;0
29.07.2021;04:45:00;0;0;0;3
29.07.2021;05:00:00;1;0;0;2
29.07.2021;05:15:00;5;6;2;3
29.07.2021;05:30:00;3;4;6;3
29.07.2021;05:45:00;3;2;6;1
29.07.2021;06:00:00;8;5;8;2
29.07.2021;06:15:00;10;10;14;8
29.07.2021;06:30:00;12;9;10;4
29.07.2021;06:45:00;20;8;10;6
29.07.2021;07:00:00;22;9;17;9
29.07.2021;07:15:00;14;12;20;11
29.07.2021;07:30:00;19;12;27;14
29.07.2021;07:45:00;13;18;35;20
29.07.2021;08:00:00;8;7;26;19
29.07.2021;08:15:00;15;9;43;23
29.07.2021;08:30:00;13;9;35;30
29.07.2021;08:45:00;11;11;50;31
29.07.2021;09:00:00;7;6;37;15
29.07.2021;09:15:00;2;2;26;17
29.07.2021;09:30:00;2;2;23;23
29.07.2021;09:45:00;9;5;16;18
29.07.2021;10:00:00;4;5;13;19
29.07.2021;10:15:00;7;11;17;20
29.07.2021;10:30:00;8;2;26;19
29.07.2021;10:45:00;3;5;16;18
29.07.2021;11:00:00;8;19;12;18
29.07.2021;11:15:00;7;9;30;18
29.07.2021;11:30:00;11;8;28;11
29.07.2021;11:45:00;12;6;25;16
29.07.2021;12:00:00;12;11;23;25
29.07.2021;12:15:00;7;9;37;14
29.07.2021;12:30:00;7;6;16;23
29.07.2021;12:45:00;5;7;34;25
29.07.2021;13:00:00;7;13;39;13
29.07.2021;13:15:00;8;2;20;26
29.07.2021;13:30:00;7;10;29;15
29.07.2021;13:45:00;5;11;34;24
29.07.2021;14:00:00;4;13;36;12
29.07.2021;14:15:00;9;15;24;12
29.07.2021;14:30:00;9;10;33;15
29.07.2021;14:45:00;13;12;37;15
29.07.2021;15:00:00;9;11;35;16
29.07.2021;15:15:00;7;12;24;14
29.07.2021;15:30:00;9;14;30;24
29.07.2021;15:45:00;12;9;45;21
29.07.2021;16:00:00;11;18;28;22
29.07.2021;16:15:00;11;14;36;23
29.07.2021;16:30:00;18;24;41;22
29.07.2021;16:45:00;25;18;46;25
29.07.2021;17:00:00;21;22;45;25
29.07.2021;17:15:00;14;21;30;34
29.07.2021;17:30:00;14;20;66;43
29.07.2021;17:45:00;14;23;55;31
29.07.2021;18:00:00;20;18;46;24
29.07.2021;18:15:00;17;16;47;33
29.07.2021;18:30:00;21;14;43;31
29.07.2021;18:45:00;8;25;59;27
29.07.2021;19:00:00;11;9;53;33
29.07.2021;19:15:00;9;19;35;23
29.07.2021;19:30:00;10;11;42;30
29.07.2021;19:45:00;9;14;37;23
29.07.2021;20:00:00;10;11;48;26
29.07.2021;20:15:00;4;9;26;21
29.07.2021;20:30:00;2;5;26;21
29.07.2021;20:45:00;2;11;23;9
29.07.2021;21:00:00;9;10;28;11
29.07.2021;21:15:00;8;5;16;10
29.07.2021;21:30:00;6;4;16;11
29.07.2021;21:45:00;2;3;29;24
29.07.2021;22:00:00;0;3;10;17
29.07.2021;22:15:00;0;8;7;15
29.07.2021;22:30:00;5;2;3;12
29.07.2021;22:45:00;1;2;9;3
29.07.2021;23:00:00;0;1;7;5
29.07.2021;23:15:00;0;1;7;10
29.07.2021;23:30:00;1;1;5;5
29.07.2021;23:45:00;0;0;6;5
30.07.2021;00:00:00;0;0;5;4
30.07.2021;00:15:00;0;4;2;4
30.07.2021;00:30:00;0;0;0;0
30.07.2021;00:45:00;0;2;1;0
30.07.2021;01:00:00;0;0;1;0
30.07.2021;01:15:00;0;0;5;2
30.07.2021;01:30:00;0;1;0;2
30.07.2021;01:45:00;0;0;0;3
30.07.2021;02:00:00;0;0;0;4
30.07.2021;02:15:00;0;1;1;1
30.07.2021;02:30:00;0;0;0;0
30.07.2021;02:45:00;0;0;0;0
30.07.2021;03:00:00;0;0;0;0
30.07.2021;03:15:00;0;0;1;0
30.07.2021;03:30:00;3;0;0;1
30.07.2021;03:45:00;0;0;2;1
30.07.2021;04:00:00;0;0;0;0
30.07.2021;04:15:00;0;0;0;0
30.07.2021;04:30:00;0;1;0;0
30.07.2021;04:45:00;0;0;1;2
30.07.2021;05:00:00;2;2;1;1
30.07.2021;05:15:00;2;4;1;4
30.07.2021;05:30:00;4;7;7;0
30.07.2021;05:45:00;3;5;4;5
30.07.2021;06:00:00;9;5;6;1
30.07.2021;06:15:00;13;10;8;1
30.07.2021;06:30:00;8;5;11;7
30.07.2021;06:45:00;15;8;9;6
30.07.2021;07:00:00;7;8;11;7
30.07.2021;07:15:00;7;6;33;10
30.07.2021;07:30:00;20;7;25;11
30.07.2021;07:45:00;15;5;29;21
30.07.2021;08:00:00;10;3;24;14
30.07.2021;08:15:00;7;12;30;15
30.07.2021;08:30:00;9;12;36;23
30.07.2021;08:45:00;10;11;43;13
30.07.2021;09:00:00;4;4;28;16
30.07.2021;09:15:00;3;16;17;14
30.07.2021;09:30:00;7;5;25;21
30.07.2021;09:45:00;7;6;24;22
30.07.2021;10:00:00;5;9;21;22
30.07.2021;10:15:00;8;15;20;8
30.07.2021;10:30:00;13;10;21;25
30.07.2021;10:45:00;7;11;14;22
30.07.2021;11:00:00;17;6;23;19
30.07.2021;11:15:00;3;13;30;14
30.07.2021;11:30:00;12;15;35;18
30.07.2021;11:45:00;15;15;30;24
30.07.2021;12:00:00;14;13;28;15
30.07.2021;12:15:00;18;6;26;26
30.07.2021;12:30:00;9;10;24;21
30.07.2021;12:45:00;9;15;43;17
30.07.2021;13:00:00;7;16;33;20
30.07.2021;13:15:00;12;14;37;21
30.07.2021;13:30:00;11;6;32;23
30.07.2021;13:45:00;7;15;34;15
30.07.2021;14:00:00;17;26;36;23
30.07.2021;14:15:00;9;12;41;38
30.07.2021;14:30:00;19;17;38;17
30.07.2021;14:45:00;13;23;27;22
30.07.2021;15:00:00;18;22;33;18
30.07.2021;15:15:00;22;19;35;30
30.07.2021;15:30:00;25;19;47;25
30.07.2021;15:45:00;25;20;40;23
30.07.2021;16:00:00;26;20;35;20
30.07.2021;16:15:00;20;14;37;36
30.07.2021;16:30:00;22;32;37;24
30.07.2021;16:45:00;15;22;41;25
30.07.2021;17:00:00;13;17;54;26
30.07.2021;17:15:00;10;17;34;32
30.07.2021;17:30:00;11;14;49;31
30.07.2021;17:45:00;14;8;50;27
30.07.2021;18:00:00;11;14;38;26
30.07.2021;18:15:00;14;15;35;29
30.07.2021;18:30:00;7;10;49;28
30.07.2021;18:45:00;9;19;36;23
30.07.2021;19:00:00;11;18;34;36
30.07.2021;19:15:00;14;21;29;30
30.07.2021;19:30:00;8;7;34;20
30.07.2021;19:45:00;14;9;31;23
30.07.2021;20:00:00;4;10;22;10
30.07.2021;20:15:00;4;5;30;19
30.07.2021;20:30:00;3;7;17;15
30.07.2021;20:45:00;6;11;12;13
30.07.2021;21:00:00;3;5;18;19
30.07.2021;21:15:00;3;8;15;14
30.07.2021;21:30:00;7;2;15;18
30.07.2021;21:45:00;3;4;17;12
30.07.2021;22:00:00;2;1;18;12
30.07.2021;22:15:00;0;1;19;7
30.07.2021;22:30:00;2;2;9;5
30.07.2021;22:45:00;11;1;15;12
30.07.2021;23:00:00;0;0;12;8
30.07.2021;23:15:00;0;2;8;5
30.07.2021;23:30:00;0;0;10;5
30.07.2021;23:45:00;0;0;6;14
31.07.2021;00:00:00;1;1;12;3
31.07.2021;00:15:00;1;1;9;15
31.07.2021;00:30:00;0;0;7;8
31.07.2021;00:45:00;0;0;5;4
31.07.2021;01:00:00;2;0;7;3
31.07.2021;01:15:00;0;0;2;5
31.07.2021;01:30:00;0;0;8;2
31.07.2021;01:45:00;0;0;2;3
31.07.2021;02:00:00;0;1;4;0
31.07.2021;02:15:00;0;0;0;2
31.07.2021;02:30:00;0;0;2;0
31.07.2021;02:45:00;0;0;2;4
31.07.2021;03:00:00;0;1;4;0
31.07.2021;03:15:00;0;0;1;0
31.07.2021;03:30:00;0;0;3;2
31.07.2021;03:45:00;0;0;3;0
31.07.2021;04:00:00;0;0;4;0
31.07.2021;04:15:00;0;0;2;1
31.07.2021;04:30:00;0;0;0;1
31.07.2021;04:45:00;0;1;1;0
31.07.2021;05:00:00;1;0;0;1
31.07.2021;05:15:00;1;0;1;1
31.07.2021;05:30:00;0;1;2;2
31.07.2021;05:45:00;0;1;3;2
31.07.2021;06:00:00;1;2;3;1
31.07.2021;06:15:00;2;4;2;1
31.07.2021;06:30:00;0;1;4;2
31.07.2021;06:45:00;0;0;1;3
31.07.2021;07:00:00;2;3;1;0
31.07.2021;07:15:00;0;2;2;2
31.07.2021;07:30:00;2;5;11;1
31.07.2021;07:45:00;1;1;4;0
31.07.2021;08:00:00;0;2;8;2
31.07.2021;08:15:00;3;5;8;3
31.07.2021;08:30:00;2;7;6;3
31.07.2021;08:45:00;1;5;14;10
31.07.2021;09:00:00;1;15;15;4
31.07.2021;09:15:00;6;6;11;9
31.07.2021;09:30:00;4;11;13;10
31.07.2021;09:45:00;3;3;14;14
31.07.2021;10:00:00;3;4;18;9
31.07.2021;10:15:00;3;5;10;8
31.07.2021;10:30:00;11;6;14;15
31.07.2021;10:45:00;12;13;17;14
31.07.2021;11:00:00;8;19;15;11
31.07.2021;11:15:00;13;10;32;14
31.07.2021;11:30:00;9;9;25;15
31.07.2021;11:45:00;5;10;34;20
31.07.2021;12:00:00;21;10;21;25
31.07.2021;12:15:00;25;16;31;27
31.07.2021;12:30:00;11;8;20;29
31.07.2021;12:45:00;8;11;9;24
31.07.2021;13:00:00;22;9;24;19
31.07.2021;13:15:00;5;20;15;12
31.07.2021;13:30:00;14;18;25;20
31.07.2021;13:45:00;18;12;35;31
31.07.2021;14:00:00;5;13;27;25
31.07.2021;14:15:00;12;18;38;21
31.07.2021;14:30:00;4;21;40;29
31.07.2021;14:45:00;13;23;40;31
31.07.2021;15:00:00;14;8;35;25
31.07.2021;15:15:00;18;13;26;29
31.07.2021;15:30:00;23;7;43;23
31.07.2021;15:45:00;15;9;34;23
31.07.2021;16:00:00;8;9;31;15
31.07.2021;16:15:00;12;5;25;24
31.07.2021;16:30:00;13;8;33;31
31.07.2021;16:45:00;18;13;44;31
31.07.2021;17:00:00;5;12;30;30
31.07.2021;17:15:00;9;16;42;14
31.07.2021;17:30:00;15;14;36;30
31.07.2021;17:45:00;11;4;30;23
31.07.2021;18:00:00;10;13;38;32
31.07.2021;18:15:00;11;8;28;27
31.07.2021;18:30:00;15;12;35;19
31.07.2021;18:45:00;4;12;30;14
31.07.2021;19:00:00;2;5;24;16
31.07.2021;19:15:00;9;9;25;36
31.07.2021;19:30:00;3;7;17;18
31.07.2021;19:45:00;8;1;21;10
31.07.2021;20:00:00;0;5;20;9
31.07.2021;20:15:00;4;6;14;21
31.07.2021;20:30:00;4;7;20;10
31.07.2021;20:45:00;2;5;11;11
31.07.2021;21:00:00;2;0;13;8
31.07.2021;21:15:00;5;13;12;12
31.07.2021;21:30:00;1;8;11;13
31.07.2021;21:45:00;5;2;9;6
31.07.2021;22:00:00;0;2;9;4
31.07.2021;22:15:00;1;6;9;4
31.07.2021;22:30:00;2;7;11;8
31.07.2021;22:45:00;0;1;7;9
31.07.2021;23:00:00;0;3;9;11
31.07.2021;23:15:00;2;4;8;7
31.07.2021;23:30:00;1;4;5;6
31.07.2021;23:45:00;1;6;4;11
01.08.2021;00:00:00;0;4;8;7
01.08.2021;00:15:00;1;0;7;6
01.08.2021;00:30:00;0;2;7;3
01.08.2021;00:45:00;0;0;9;9
01.08.2021;01:00:00;1;0;2;12
01.08.2021;01:15:00;0;0;9;3
01.08.2021;01:30:00;0;0;8;4
01.08.2021;01:45:00;0;3;1;9
01.08.2021;02:00:00;0;0;0;1
01.08.2021;02:15:00;2;1;1;3
01.08.2021;02:30:00;0;1;2;3
01.08.2021;02:45:00;2;0;1;3
01.08.2021;03:00:00;0;0;0;0
01.08.2021;03:15:00;0;1;4;3
01.08.2021;03:30:00;0;1;1;2
01.08.2021;03:45:00;0;2;2;2
01.08.2021;04:00:00;0;1;2;1
01.08.2021;04:15:00;0;0;3;1
01.08.2021;04:30:00;0;0;1;0
01.08.2021;04:45:00;0;1;0;1
01.08.2021;05:00:00;1;0;0;4
01.08.2021;05:15:00;0;0;0;0
01.08.2021;05:30:00;0;2;3;1
01.08.2021;05:45:00;0;0;3;0
01.08.2021;06:00:00;0;3;1;1
01.08.2021;06:15:00;4;0;0;1
01.08.2021;06:30:00;1;0;0;0
01.08.2021;06:45:00;1;0;1;0
01.08.2021;07:00:00;1;3;2;0
01.08.2021;07:15:00;1;0;2;0
01.08.2021;07:30:00;0;1;1;4
01.08.2021;07:45:00;2;9;1;0
01.08.2021;08:00:00;0;0;3;4
01.08.2021;08:15:00;1;5;2;5
01.08.2021;08:30:00;5;4;4;1
01.08.2021;08:45:00;3;3;6;3
01.08.2021;09:00:00;11;10;9;8
01.08.2021;09:15:00;5;6;8;10
01.08.2021;09:30:00;5;18;12;3
01.08.2021;09:45:00;17;11;23;4
01.08.2021;10:00:00;8;22;20;16
01.08.2021;10:15:00;16;19;17;10
01.08.2021;10:30:00;17;34;21;16
01.08.2021;10:45:00;9;27;21;13
01.08.2021;11:00:00;18;24;24;14
01.08.2021;11:15:00;12;24;20;11
01.08.2021;11:30:00;21;25;22;12
01.08.2021;11:45:00;20;38;24;22
01.08.2021;12:00:00;22;27;29;22
01.08.2021;12:15:00;27;52;31;23
01.08.2021;12:30:00;28;32;31;33
01.08.2021;12:45:00;19;27;32;22
01.08.2021;13:00:00;6;20;44;25
01.08.2021;13:15:00;14;27;22;22
01.08.2021;13:30:00;17;27;30;35
01.08.2021;13:45:00;34;31;21;36
01.08.2021;14:00:00;22;26;30;30
01.08.2021;14:15:00;19;35;24;31
01.08.2021;14:30:00;11;34;32;18
01.08.2021;14:45:00;19;18;29;30
01.08.2021;15:00:00;18;33;28;24
01.08.2021;15:15:00;14;24;37;24
01.08.2021;15:30:00;11;16;27;22
01.08.2021;15:45:00;13;33;26;17
01.08.2021;16:00:00;7;15;26;21
01.08.2021;16:15:00;12;9;20;18
01.08.2021;16:30:00;12;11;23;18
01.08.2021;16:45:00;3;9;17;25
01.08.2021;17:00:00;7;12;22;32
01.08.2021;17:15:00;3;5;17;23
01.08.2021;17:30:00;11;9;18;14
01.08.2021;17:45:00;7;7;21;29
01.08.2021;18:00:00;8;8;39;12
01.08.2021;18:15:00;9;2;16;16
01.08.2021;18:30:00;6;4;15;8
01.08.2021;18:45:00;10;0;20;13
01.08.2021;19:00:00;2;4;13;12
01.08.2021;19:15:00;4;7;10;10
01.08.2021;19:30:00;3;3;13;10
01.08.2021;19:45:00;0;7;6;10
01.08.2021;20:00:00;4;7;11;11
01.08.2021;20:15:00;1;5;8;9
01.08.2021;20:30:00;6;5;5;5
01.08.2021;20:45:00;0;2;6;4
01.08.2021;21:00:00;0;2;10;2
01.08.2021;21:15:00;3;1;3;7
01.08.2021;21:30:00;2;0;4;15
01.08.2021;21:45:00;0;3;0;8
01.08.2021;22:00:00;0;4;3;3
01.08.2021;22:15:00;0;0;6;3
01.08.2021;22:30:00;2;1;3;1
01.08.2021;22:45:00;1;2;2;3
01.08.2021;23:00:00;1;0;5;1
01.08.2021;23:15:00;0;0;1;3
01.08.2021;23:30:00;0;0;2;2
01.08.2021;23:45:00;0;0;0;0
02.08.2021;00:00:00;0;0;1;2
02.08.2021;00:15:00;0;0;3;2
02.08.2021;00:30:00;0;0;0;0
02.08.2021;00:45:00;0;0;0;0
02.08.2021;01:00:00;0;1;1;2
02.08.2021;01:15:00;0;0;0;1
02.08.2021;01:30:00;0;0;1;2
02.08.2021;01:45:00;0;0;0;1
02.08.2021;02:00:00;0;0;0;1
02.08.2021;02:15:00;0;0;0;0
02.08.2021;02:30:00;1;0;0;0
02.08.2021;02:45:00;0;0;0;0
02.08.2021;03:00:00;0;0;1;0
02.08.2021;03:15:00;0;0;1;1
02.08.2021;03:30:00;0;0;0;0
02.08.2021;03:45:00;0;0;0;1
02.08.2021;04:00:00;0;0;0;0
02.08.2021;04:15:00;1;1;0;0
02.08.2021;04:30:00;0;0;0;2
02.08.2021;04:45:00;0;2;1;0
02.08.2021;05:00:00;6;1;2;1
02.08.2021;05:15:00;0;4;1;3
02.08.2021;05:30:00;1;1;4;3
02.08.2021;05:45:00;4;0;3;1
02.08.2021;06:00:00;5;5;4;2
02.08.2021;06:15:00;10;13;7;3
02.08.2021;06:30:00;10;5;8;4
02.08.2021;06:45:00;13;4;8;4
02.08.2021;07:00:00;16;8;16;9
02.08.2021;07:15:00;23;7;27;17
02.08.2021;07:30:00;21;15;21;18
02.08.2021;07:45:00;23;10;34;19
02.08.2021;08:00:00;7;9;34;17
02.08.2021;08:15:00;10;11;32;21
02.08.2021;08:30:00;12;9;43;23
02.08.2021;08:45:00;11;6;35;23
02.08.2021;09:00:00;8;12;24;18
02.08.2021;09:15:00;7;4;16;13
02.08.2021;09:30:00;1;6;33;11
02.08.2021;09:45:00;4;2;11;22
02.08.2021;10:00:00;6;5;16;16
02.08.2021;10:15:00;1;5;17;11
02.08.2021;10:30:00;2;6;20;19
02.08.2021;10:45:00;2;1;29;14
02.08.2021;11:00:00;8;7;20;19
02.08.2021;11:15:00;5;2;7;10
02.08.2021;11:30:00;3;16;14;15
02.08.2021;11:45:00;3;3;23;18
02.08.2021;12:00:00;1;3;13;11
02.08.2021;12:15:00;7;5;21;17
02.08.2021;12:30:00;5;1;24;16
02.08.2021;12:45:00;7;9;25;14
02.08.2021;13:00:00;4;12;24;14
02.08.2021;13:15:00;5;10;25;16
02.08.2021;13:30:00;7;15;24;22
02.08.2021;13:45:00;4;15;33;13
02.08.2021;14:00:00;9;22;24;10
02.08.2021;14:15:00;5;6;24;12
02.08.2021;14:30:00;5;6;23;16
02.08.2021;14:45:00;12;4;21;16
02.08.2021;15:00:00;3;10;26;13
02.08.2021;15:15:00;13;11;34;28
02.08.2021;15:30:00;13;20;25;18
02.08.2021;15:45:00;18;15;41;24
02.08.2021;16:00:00;16;12;32;22
02.08.2021;16:15:00;10;11;36;14
02.08.2021;16:30:00;18;19;39;20
02.08.2021;16:45:00;17;23;35;21
02.08.2021;17:00:00;15;27;37;28
02.08.2021;17:15:00;19;24;46;19
02.08.2021;17:30:00;16;19;35;25
02.08.2021;17:45:00;17;16;42;17
02.08.2021;18:00:00;26;24;47;17
02.08.2021;18:15:00;12;21;36;30
02.08.2021;18:30:00;20;14;49;28
02.08.2021;18:45:00;7;11;38;16
02.08.2021;19:00:00;6;4;34;21
02.08.2021;19:15:00;10;13;21;15
02.08.2021;19:30:00;9;19;24;18
02.08.2021;19:45:00;6;9;29;17
02.08.2021;20:00:00;6;7;26;18
02.08.2021;20:15:00;6;3;23;12
02.08.2021;20:30:00;18;7;15;8
02.08.2021;20:45:00;7;7;13;16
02.08.2021;21:00:00;9;2;18;13
02.08.2021;21:15:00;3;2;19;7
02.08.2021;21:30:00;0;4;14;5
02.08.2021;21:45:00;2;3;16;9
02.08.2021;22:00:00;1;2;12;3
02.08.2021;22:15:00;0;6;6;5
02.08.2021;22:30:00;0;0;9;7
02.08.2021;22:45:00;1;1;7;5
02.08.2021;23:00:00;1;2;5;5
02.08.2021;23:15:00;0;1;2;2
02.08.2021;23:30:00;0;0;5;5
02.08.2021;23:45:00;0;0;1;4
03.08.2021;00:00:00;0;0;2;1
03.08.2021;00:15:00;0;0;2;0
03.08.2021;00:30:00;0;1;3;2
03.08.2021;00:45:00;0;0;0;0
03.08.2021;01:00:00;0;2;0;0
03.08.2021;01:15:00;0;0;0;0
03.08.2021;01:30:00;0;0;0;0
03.08.2021;01:45:00;0;0;0;1
03.08.2021;02:00:00;0;1;1;0
03.08.2021;02:15:00;0;0;1;0
03.08.2021;02:30:00;0;0;2;0
03.08.2021;02:45:00;0;0;0;0
03.08.2021;03:00:00;0;0;0;1
03.08.2021;03:15:00;0;1;1;0
03.08.2021;03:30:00;0;0;0;1
03.08.2021;03:45:00;0;0;0;0
03.08.2021;04:00:00;1;1;0;1
03.08.2021;04:15:00;0;0;0;1
03.08.2021;04:30:00;0;0;0;0
03.08.2021;04:45:00;0;2;0;1
03.08.2021;05:00:00;2;0;1;0
03.08.2021;05:15:00;4;4;4;4
03.08.2021;05:30:00;1;1;3;0
03.08.2021;05:45:00;8;0;7;2
03.08.2021;06:00:00;10;6;4;2
03.08.2021;06:15:00;6;5;6;2
03.08.2021;06:30:00;6;5;7;6
03.08.2021;06:45:00;7;4;12;6
03.08.2021;07:00:00;10;6;9;6
03.08.2021;07:15:00;24;2;19;12
03.08.2021;07:30:00;11;6;20;5
03.08.2021;07:45:00;21;10;25;14
03.08.2021;08:00:00;9;4;30;11
03.08.2021;08:15:00;9;7;26;16
03.08.2021;08:30:00;7;5;23;19
03.08.2021;08:45:00;3;6;32;14
03.08.2021;09:00:00;0;0;19;16
03.08.2021;09:15:00;4;4;16;12
03.08.2021;09:30:00;9;2;14;15
03.08.2021;09:45:00;2;2;14;4
03.08.2021;10:00:00;1;4;15;7
03.08.2021;10:15:00;0;2;10;9
03.08.2021;10:30:00;1;3;21;12
03.08.2021;10:45:00;6;5;27;11
03.08.2021;11:00:00;3;3;14;10
03.08.2021;11:15:00;5;4;12;15
03.08.2021;11:30:00;6;2;17;10
03.08.2021;11:45:00;4;4;25;11
03.08.2021;12:00:00;4;5;21;12
03.08.2021;12:15:00;13;7;31;21
03.08.2021;12:30:00;13;11;20;17
03.08.2021;12:45:00;3;6;21;18
03.08.2021;13:00:00;5;3;19;13
03.08.2021;13:15:00;5;10;24;17
03.08.2021;13:30:00;4;7;19;15
03.08.2021;13:45:00;8;6;20;7
03.08.2021;14:00:00;8;14;20;13
03.08.2021;14:15:00;9;16;25;10
03.08.2021;14:30:00;7;4;18;11
03.08.2021;14:45:00;10;6;30;9
03.08.2021;15:00:00;5;2;29;15
03.08.2021;15:15:00;8;13;32;17
03.08.2021;15:30:00;10;1;31;16
03.08.2021;15:45:00;5;15;27;20
03.08.2021;16:00:00;14;11;22;25
03.08.2021;16:15:00;14;23;38;18
03.08.2021;16:30:00;13;17;38;20
03.08.2021;16:45:00;10;16;27;17
03.08.2021;17:00:00;13;18;21;15
03.08.2021;17:15:00;11;11;32;23
03.08.2021;17:30:00;11;12;32;23
03.08.2021;17:45:00;5;19;32;24
03.08.2021;18:00:00;15;16;41;27
03.08.2021;18:15:00;6;9;45;27
03.08.2021;18:30:00;6;13;28;25
03.08.2021;18:45:00;11;19;41;19
03.08.2021;19:00:00;9;11;35;38
03.08.2021;19:15:00;6;12;29;23
03.08.2021;19:30:00;3;9;34;16
03.08.2021;19:45:00;7;14;23;15
03.08.2021;20:00:00;3;8;28;12
03.08.2021;20:15:00;7;11;33;14
03.08.2021;20:30:00;8;13;20;12
03.08.2021;20:45:00;3;3;15;14
03.08.2021;21:00:00;3;5;9;11
03.08.2021;21:15:00;1;5;10;11
03.08.2021;21:30:00;2;2;16;9
03.08.2021;21:45:00;0;4;8;7
03.08.2021;22:00:00;4;9;6;8
03.08.2021;22:15:00;2;8;12;10
03.08.2021;22:30:00;1;1;5;7
03.08.2021;22:45:00;2;2;14;4
03.08.2021;23:00:00;0;2;6;4
03.08.2021;23:15:00;0;0;3;6
03.08.2021;23:30:00;0;0;5;10
03.08.2021;23:45:00;0;2;6;2
04.08.2021;00:00:00;0;0;1;3
04.08.2021;00:15:00;0;0;1;1
04.08.2021;00:30:00;0;1;4;5
04.08.2021;00:45:00;0;0;4;0
04.08.2021;01:00:00;0;0;4;2
04.08.2021;01:15:00;0;0;2;1
04.08.2021;01:30:00;0;0;0;1
04.08.2021;01:45:00;0;0;1;0
04.08.2021;02:00:00;0;0;0;0
04.08.2021;02:15:00;0;0;0;0
04.08.2021;02:30:00;0;0;1;0
04.08.2021;02:45:00;0;1;1;0
04.08.2021;03:00:00;0;0;2;0
